Resturent_Name,Food_Type,Points of Review,Reviews_link,Comments_link
6326. Mawwal Restaurant,,2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d8740937-Reviews-Mawwal_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d6812873-r827108581-Jalpaan-Dubai_Emirate_of_Dubai.html
6327. Soli Lounge Dubai,"International, Arabic$$$$",1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d21388233-Reviews-Soli_Lounge_Dubai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15346316-r885777060-Zerofat-Dubai_Emirate_of_Dubai.html
6328. capri,"Italian, Pizza$$ - $$$",8 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d928963-Reviews-Capri-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15346316-r769080728-Zerofat-Dubai_Emirate_of_Dubai.html
6329. Eat & Drink Restaurant,,4 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3925433-Reviews-Eat_Drink_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8740713-r781908792-Helal_Al_Barsha_Restaurant-Dubai_Emirate_of_Dubai.html
6330. Piazza Italia,,5 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3926021-Reviews-Piazza_Italia-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8740713-r767710294-Helal_Al_Barsha_Restaurant-Dubai_Emirate_of_Dubai.html
"Sponsored
Avatara","Indian, ContemporaryMenu",69 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23908539-Reviews-Avatara-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23020156-r784083855-Cafe_Peloton-Dubai_Emirate_of_Dubai.html
"Sponsored
Zouzou Turkish & Lebanese Restaurant | Dubai Hills Mall","Lebanese, MediterraneanMenu",17 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d25247629-Reviews-Zouzou_Turkish_Lebanese_Restaurant_Dubai_Hills_Mall-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d25247629-r889942937-Zouzou_Turkish_Lebanese_Restaurant_Dubai_Hills_Mall-Dubai_Emirate_of_Dubai.html
6331. Sweet Pepper Restaurant,,4 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3920702-Reviews-Sweet_Pepper_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d25247629-r889082337-Zouzou_Turkish_Lebanese_Restaurant_Dubai_Hills_Mall-Dubai_Emirate_of_Dubai.html
6332. Burger King,,2 point,https://www.tripadvisor.com/Restaurant_Review-g298064-d3921756-Reviews-Burger_King-Sharjah_Emirate_of_Sharjah.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3920702-r454154722-Sweet_Pepper_Restaurant-Dubai_Emirate_of_Dubai.html
6333. ASHK Sweet and Salties,,2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d13295276-Reviews-ASHK_Sweet_and_Salties-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3920702-r236930896-Sweet_Pepper_Restaurant-Dubai_Emirate_of_Dubai.html
6334. iBurger,,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d15706741-Reviews-IBurger-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g298064-d3921756-r556329285-Burger_King-Sharjah_Emirate_of_Sharjah.html
6335. Zahrath Al Sada,,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d8739412-Reviews-Zahrath_Al_Sada-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g298064-d3921756-r559310374-Burger_King-Sharjah_Emirate_of_Sharjah.html
"Sponsored
Kamat Restaurant","Indian, Asian$$ - $$$Menu",1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d23474026-Reviews-Kamat_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d13295276-r573680293-ASHK_Sweet_and_Salties-Dubai_Emirate_of_Dubai.html
6336. Furn Beik,"Lebanese, Mediterranean",9 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d8740427-Reviews-Furn_Beik-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d13295276-r548030329-ASHK_Sweet_and_Salties-Dubai_Emirate_of_Dubai.html
6337. Akawi Oven,,2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d8741148-Reviews-Akawi_Oven-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15706741-r783057136-IBurger-Dubai_Emirate_of_Dubai.html
6338. Gallus Chicken Rotisserie,,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d15706704-Reviews-Gallus_Chicken_Rotisserie-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8739412-r495779718-Zahrath_Al_Sada-Dubai_Emirate_of_Dubai.html
6339. Kairali Restaurant,,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3919492-Reviews-Kairali_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8739412-r780267363-Zahrath_Al_Sada-Dubai_Emirate_of_Dubai.html
6340. Starbucks,Menu,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d20985172-Reviews-Starbucks-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23474026-r820739776-Kamat_Restaurant-Dubai_Emirate_of_Dubai.html
"Sponsored
Mogiya Authentic Japanese Restaurant","Japanese, Barbecue",48 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d25263033-Reviews-Mogiya_Authentic_Japanese_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8740427-r345863768-Furn_Beik-Dubai_Emirate_of_Dubai.html
6341. Safire Restaurant,Indian$,3 point,https://www.tripadvisor.com/Restaurant_Review-g298064-d3926788-Reviews-Safire_Restaurant-Sharjah_Emirate_of_Sharjah.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8740427-r863512719-Furn_Beik-Dubai_Emirate_of_Dubai.html
"6342. Edo Cafe, Sweets & Gifts",,6 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3919155-Reviews-Edo_Cafe_Sweets_Gifts-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8741148-r567170204-Akawi_Oven-Dubai_Emirate_of_Dubai.html
6343. Starbucks,Menu,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d20934492-Reviews-Starbucks-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8741148-r532500501-Akawi_Oven-Dubai_Emirate_of_Dubai.html
6344. Pizza Inn,Pizza,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3926035-Reviews-Pizza_Inn-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15706704-r792345171-Gallus_Chicken_Rotisserie-Dubai_Emirate_of_Dubai.html
6345. Annakut,,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d10492418-Reviews-Annakut-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15706704-r771855684-Gallus_Chicken_Rotisserie-Dubai_Emirate_of_Dubai.html
"Sponsored
Puffin Chimney Cakes, Best Gelato, Churros","Dessert, European$$ - $$$",95 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d25156936-Reviews-Puffin_Chimney_Cakes_Best_Gelato_Churros-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3919492-r703600788-Kairali_Restaurant-Dubai_Emirate_of_Dubai.html
6346. Pizza Al Taglio,"Italian, Pizza$",2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d19780990-Reviews-Pizza_Al_Taglio-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3919492-r481194848-Kairali_Restaurant-Dubai_Emirate_of_Dubai.html
6347. The Pizza Company,Italian,7 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3926416-Reviews-The_Pizza_Company-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d20985172-r782639471-Starbucks-Dubai_Emirate_of_Dubai.html
6348. Pinocchio Italian Restaurant Dubai,Italian,8 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d6480256-Reviews-Pinocchio_Italian_Restaurant_Dubai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d25263033-r887448902-Mogiya_Authentic_Japanese_Restaurant-Dubai_Emirate_of_Dubai.html
6349. Filli Cafe,,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d19244214-Reviews-Filli_Cafe-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d25263033-r887363788-Mogiya_Authentic_Japanese_Restaurant-Dubai_Emirate_of_Dubai.html
6350. Majlis Lahore Restaurant,,3 point,https://www.tripadvisor.com/Restaurant_Review-g298064-d3926758-Reviews-Majlis_Lahore_Restaurant-Sharjah_Emirate_of_Sharjah.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g298064-d3926788-r248408455-Safire_Restaurant-Sharjah_Emirate_of_Sharjah.html
"Sponsored
Jaffer Bhai? Restaurant",Indian,2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d18186880-Reviews-Burger_Fusion-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g298064-d3926788-r192596492-Safire_Restaurant-Sharjah_Emirate_of_Sharjah.html
6351. Burger Fusion,,2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d19121447-Reviews-Broccoli_Pizza_Pasta-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3919155-r264954302-Edo_Cafe_Sweets_Gifts-Dubai_Emirate_of_Dubai.html
6352. Broccoli Pizza & Pasta,,2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3918486-Reviews-Bab_Al_Salam_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3919155-r249820279-Edo_Cafe_Sweets_Gifts-Dubai_Emirate_of_Dubai.html
6353. Bab Al Salam Restaurant,,4 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3920999-Reviews-Volga_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d20934492-r782247826-Starbucks-Dubai_Emirate_of_Dubai.html
6354. Volga Restaurant,,5 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d19849962-Reviews-Max_s_All_About_Chicken_MOE-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3926035-r458271400-Pizza_Inn-Dubai_Emirate_of_Dubai.html
6355. Max's All About Chicken (MOE),"Filipino, Asian",129 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23988354-Reviews-Virgin_Izakaya_Dubai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3926035-r278511818-Pizza_Inn-Dubai_Emirate_of_Dubai.html
"Sponsored
Virgin Izakaya Dubai","Asian, Japanese Fusion$$$$Menu",3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d8740485-Reviews-Goan_Shake-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d10492418-r587761214-Annakut-Dubai_Emirate_of_Dubai.html
6356. Goan Shake,,1 review,https://www.tripadvisor.com/Restaurant_Review-g298064-d23002483-Reviews-Bab_Deira-Sharjah_Emirate_of_Sharjah.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d10492418-r540814203-Annakut-Dubai_Emirate_of_Dubai.html
6357. Bab Deira,"Chinese, Indian$",1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d22996280-Reviews-Dxblends-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d25156936-r883418557-Puffin_Chimney_Cakes_Best_Gelato_Churros-Dubai_Emirate_of_Dubai.html
6358. Dxblends,$$ - $$$,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d21311377-Reviews-Sapori-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d25156936-r883380018-Puffin_Chimney_Cakes_Best_Gelato_Churros-Dubai_Emirate_of_Dubai.html
6359. Sapori,Italian$$ - $$$,2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3925332-Reviews-Chinese_Palace_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d19780990-r781633043-Pizza_Al_Taglio-Dubai_Emirate_of_Dubai.html
6360. Chinese Palace Restaurant,Chinese,138 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23734303-Reviews-Tan_Cha_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d19780990-r752748955-Pizza_Al_Taglio-Dubai_Emirate_of_Dubai.html
"Sponsored
Tan Cha Restaurant","Chinese, Asian$$$$Menu",None,None,https://www.tripadvisor.com/ShowUserReviews-g295424-d3926416-r295771314-The_Pizza_Company-Dubai_Emirate_of_Dubai.html
"Sponsored
Tresind Dubai","Indian, Contemporary$$$$Menu",855 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d7257524-Reviews-Tresind_Dubai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d7257524-r874674171-Tresind_Dubai-Dubai_Emirate_of_Dubai.html
6361. Mumbai Haji Ali Restaurant,"Chinese, IndianMenu",8 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d8739525-Reviews-Mumbai_Haji_Ali_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d7257524-r853715303-Tresind_Dubai-Dubai_Emirate_of_Dubai.html
6362. Itamae Restaurant,,6 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d8740978-Reviews-Itamae_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8739525-r715703004-Mumbai_Haji_Ali_Restaurant-Dubai_Emirate_of_Dubai.html
6363. All Stir Fry,"Chinese, Asian$$ - $$$",4 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d12523852-Reviews-All_Stir_Fry-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8739525-r619938598-Mumbai_Haji_Ali_Restaurant-Dubai_Emirate_of_Dubai.html
6364. Jaipur,$$ - $$$,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3925659-Reviews-Jaipur-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8740978-r540137039-Itamae_Restaurant-Dubai_Emirate_of_Dubai.html
6365. Karachi Darbar,$,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d8740247-Reviews-Karachi_Darbar-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8740978-r482021046-Itamae_Restaurant-Dubai_Emirate_of_Dubai.html
"Sponsored
Jaffer Bhai's Restaurant Al Garhoud - Jumeirah Creekside Hotel Al Garhoud",Indian,12 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3920048-Reviews-Nordsee_Express-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d12523852-r693482176-All_Stir_Fry-Dubai_Emirate_of_Dubai.html
6366. Nordsee Express,Seafood$$ - $$$,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d23023795-Reviews-Papparoti-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d12523852-r583194093-All_Stir_Fry-Dubai_Emirate_of_Dubai.html
6367. Papparoti,Italian,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d21164168-Reviews-AlQbabh_Sea_food_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3925659-r481163892-Jaipur-Dubai_Emirate_of_Dubai.html
6368. AlQbabh Sea food Restaurant,Arabic,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d15706640-Reviews-Chicken_Tikka_Inn-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3925659-r292194082-Jaipur-Dubai_Emirate_of_Dubai.html
6369. Chicken Tikka Inn,,5 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d11802448-Reviews-Rootz-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8740247-r347544379-Karachi_Darbar-Dubai_Emirate_of_Dubai.html
6370. Rootz,"Caribbean, International$$ - $$$",12 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d21326437-Reviews-Jaffer_Bhais_Al_Barsha_The_Biryani_King_of_Mumbai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8740247-r629325779-Karachi_Darbar-Dubai_Emirate_of_Dubai.html
"Sponsored
Jaffer Bhais Al Barsha-The Biryani King of Mumbai","Chinese, Indian$$ - $$$Menu",4 point,https://www.tripadvisor.com/Restaurant_Review-g298064-d3922176-Reviews-Sagar_Restaurant-Sharjah_Emirate_of_Sharjah.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3920048-r478222646-Nordsee_Express-Dubai_Emirate_of_Dubai.html
6371. Sagar Restaurant,,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d4075273-Reviews-Noodle_Planet-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3920048-r447725789-Nordsee_Express-Dubai_Emirate_of_Dubai.html
6372. Noodle Planet,"Japanese, Sushi",2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3920662-Reviews-Subway-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23023795-r780208066-Papparoti-Dubai_Emirate_of_Dubai.html
6373. Subway,Fast FoodMenu,7 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3919227-Reviews-Florida_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d21164168-r780187266-AlQbabh_Sea_food_Restaurant-Dubai_Emirate_of_Dubai.html
6374. Florida Restaurant,,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3918229-Reviews-Al_Arrab_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15706640-r779978786-Chicken_Tikka_Inn-Dubai_Emirate_of_Dubai.html
6375. Al Arrab Restaurant,,498 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23670773-Reviews-Kimura_ya_Authentic_Japanese_Restaurant_3rd_Branch_Marriot_Hotel_Al_Jaddaf_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d11802448-r553199291-Rootz-Dubai_Emirate_of_Dubai.html
"Sponsored
Kimura-ya Authentic Japanese Restaurant - 3rd Branch Marriot Hotel Al Jaddaf Dubai","Japanese, Barbecue$$$$Menu",4 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d8741149-Reviews-Lucky_Panda-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d11802448-r524533767-Rootz-Dubai_Emirate_of_Dubai.html
6376. Lucky Panda,,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d22995262-Reviews-Avocadolicious-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d21326437-r862909009-Jaffer_Bhais_Al_Barsha_The_Biryani_King_of_Mumbai-Dubai_Emirate_of_Dubai.html
6377. Avocadolicious,Healthy,12 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d8798964-Reviews-Jus_T_Cafe_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d21326437-r858692721-Jaffer_Bhais_Al_Barsha_The_Biryani_King_of_Mumbai-Dubai_Emirate_of_Dubai.html
6378. Jus T Cafe & Restaurant,$$ - $$$,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d19229308-Reviews-Churros_Cafe-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g298064-d3922176-r269735713-Sagar_Restaurant-Sharjah_Emirate_of_Sharjah.html
6379. Churros Cafe,,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d21181025-Reviews-Al_Areesh_Food_Hall-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g298064-d3922176-r648913079-Sagar_Restaurant-Sharjah_Emirate_of_Sharjah.html
6380. Al Areesh Food Hall,"American, Indian",82 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3919269-Reviews-Gazebo_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d4075273-r239741891-Noodle_Planet-Dubai_Emirate_of_Dubai.html
"Sponsored
Gazebo Restaurant","Asian, Indian$$ - $$$Menu",2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3920160-Reviews-Persian_Garden-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d4075273-r230030634-Noodle_Planet-Dubai_Emirate_of_Dubai.html
6381. Persian Garden,,1 review,https://www.tripadvisor.com/Restaurant_Review-g298060-d22481538-Reviews-Imad_Nader_Cafeteria-Ajman_Emirate_of_Ajman.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3920662-r559554532-Subway-Dubai_Emirate_of_Dubai.html
6382. Imad Nader Cafeteria,"Lebanese, Pizza$",1 review,https://www.tripadvisor.com/Restaurant_Review-g298064-d3926761-Reviews-Mister_Falafil-Sharjah_Emirate_of_Sharjah.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3920662-r507106104-Subway-Dubai_Emirate_of_Dubai.html
6383. Mister Falafil,,2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d21335043-Reviews-Al_Arrab-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3919227-r567788370-Florida_Restaurant-Dubai_Emirate_of_Dubai.html
6384. Al Arrab,"Lebanese, Mediterranean$$ - $$$",3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3919646-Reviews-La_Palma_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3919227-r554987477-Florida_Restaurant-Dubai_Emirate_of_Dubai.html
6385. La Palma Restaurant,,94 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3384655-Reviews-Gazebo_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3918229-r322568349-Al_Arrab_Restaurant-Dubai_Emirate_of_Dubai.html
"Sponsored
Gazebo Restaurant","Indian, Seafood$$ - $$$Menu",1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d3919748-Reviews-Loop-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3918229-r702889437-Al_Arrab_Restaurant-Dubai_Emirate_of_Dubai.html
6386. Loop,,2 point,https://www.tripadvisor.com/Restaurant_Review-g311321-d3926577-Reviews-Sohail_Restaurant-Fujairah_Emirate_of_Fujairah.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23670773-r885956669-Kimura_ya_Authentic_Japanese_Restaurant_3rd_Branch_Marriot_Hotel_Al_Jaddaf_Duba.html
6387. Sohail Restaurant,,4 point,https://www.tripadvisor.com/Restaurant_Review-g298064-d1402702-Reviews-Mushmaool_Arabic_Grill_Restaurant-Sharjah_Emirate_of_Sharjah.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23670773-r882601702-Kimura_ya_Authentic_Japanese_Restaurant_3rd_Branch_Marriot_Hotel_Al_Jaddaf_Duba.html
6388. Mushmaool Arabic Grill Restaurant,,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3925151-Reviews-Bhatkal_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8741149-r721193137-Lucky_Panda-Dubai_Emirate_of_Dubai.html
6389. Bhatkal Restaurant,,10 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3925548-Reviews-Golden_Fingers_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8741149-r737608893-Lucky_Panda-Dubai_Emirate_of_Dubai.html
6390. Golden Fingers Restaurant,"Middle Eastern, Lebanese$",62 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d25215212-Reviews-Coucou_Rooftop_Dubai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d22995262-r779743235-Avocadolicious-Dubai_Emirate_of_Dubai.html
"Sponsored
Coucou Rooftop Dubai",MediterraneanMenu,None,None,https://www.tripadvisor.com/ShowUserReviews-g295424-d8798964-r719002332-Jus_T_Cafe_Restaurant-Dubai_Emirate_of_Dubai.html
"Sponsored
Leonardo Restaurant","Italian, Mediterranean$$$$Menu",450 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d15855940-Reviews-Leonardo_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15855940-r875067860-Leonardo_Restaurant-Dubai_Emirate_of_Dubai.html
6391. Sangeetha Restaurant,$$ - $$$,2 point,https://www.tripadvisor.com/Restaurant_Review-g298064-d3926792-Reviews-Sangeetha_Restaurant-Sharjah_Emirate_of_Sharjah.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15855940-r865168628-Leonardo_Restaurant-Dubai_Emirate_of_Dubai.html
6392. The Academy Restaurant & Cafe,$$ - $$$,5 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3920761-Reviews-The_Academy_Restaurant_Cafe-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g298064-d3926792-r419727589-Sangeetha_Restaurant-Sharjah_Emirate_of_Sharjah.html
